[PC Hunter Standard][DNF.exe-->Ring3 Hook]: 1051
挂钩对象		挂钩位置		钩子类型		挂钩处当前值		挂钩处原始值
awesomium.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
XINPUT9_1_0.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]d3d9.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
len(5) d3d9.dll->Direct3DCreate9		0x0000000059ADFCB0->_		inline		E9 4B 5B 47 C4		8B FF 55 8B EC
len(5) d3d9.dll		0x0000000059ACBC30->_		inline		E9 EB 9E 48 C4		8B FF 55 8B EC
len(7) d3d9.dll		0x0000000059AD1AE0->_		inline		E9 BB 42 48 C4 CC CC		6A 14 B8 F0 4B AE 59
len(5) d3d9.dll		0x0000000059B48F50->_		inline		E9 FC 41 E6 B4		8B FF 55 8B EC
len(5) d3d9.dll		0x0000000059B4C2C0->_		inline		E9 62 0F E6 B4		8B FF 55 8B EC
len(5) d3d9.dll		0x0000000059B4C6A0->_		inline		E9 EB 92 40 C4		8B FF 55 8B EC
d3dx9_43.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
fmodex.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
tbbmalloc.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]BugTrack.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]davhlpr.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]TenCaptcha.dll->WINMM.dll:timeGetTime		0x0000000073273A00->0x0000000009A83A00		Iat		00 3A A8 09		00 3A 27 73
[*]TenCaptcha.dll->WS2_32.dll:[Ordinal:14]		0x0000000077114AC0->0x0000000009D64AC0		Iat		C0 4A D6 09		C0 4A 11 77
TenCaptcha.dll->WS2_32.dll:[Ordinal:15]		0x00000000771269F0->0x0000000009D769F0		Iat		F0 69 D7 09		F0 69 12 77
[*]TenCaptcha.dll->WS2_32.dll:[Ordinal:9]		0x00000000771269F0->0x0000000009D769F0		Iat		F0 69 D7 09		F0 69 12 77
TenCaptcha.dll->WS2_32.dll:[Ordinal:8]		0x0000000077114AC0->0x0000000009D64AC0		Iat		C0 4A D6 09		C0 4A 11 77
[*]TenCaptcha.dll->KERNEL32.dll:GetSystemTimeAsFileTime		0x000000007718FF20->0x00000000099BFF20		Iat		20 FF 9B 09		20 FF 18 77
[*]TenCaptcha.dll->KERNEL32.dll:GetLastError		0x000000007718F020->0x00000000099BF020		Iat		20 F0 9B 09		20 F0 18 77
TenCaptcha.dll->KERNEL32.dll:ResumeThread		0x00000000771925D0->0x00000000099C25D0		Iat		D0 25 9C 09		D0 25 19 77
[*]TenCaptcha.dll->KERNEL32.dll:GetThreadContext		0x00000000771A4810->0x00000000099D4810		Iat		10 48 9D 09		10 48 1A 77
TenCaptcha.dll->KERNEL32.dll:SetThreadContext		0x00000000771A5CF0->0x00000000099D5CF0		Iat		F0 5C 9D 09		F0 5C 1A 77
[*]TenCaptcha.dll->KERNEL32.dll:VirtualQuery		0x0000000077190640->0x000000000F7E7505[f:\game\dnf\地下城与勇士\DNFBase.dll]		Iat		05 75 7E 0F		40 06 19 77
TenCaptcha.dll->KERNEL32.dll:GetCurrentProcess		0x00000000771938F0->0x00000000099C38F0		Iat		F0 38 9C 09		F0 38 19 77
[*]TenCaptcha.dll->KERNEL32.dll:InterlockedCompareExchange		0x0000000077185E40->0x00000000099B5E40		Iat		40 5E 9B 09		40 5E 18 77
TenCaptcha.dll->KERNEL32.dll:GetCurrentThread		0x000000007718FF50->0x00000000099BFF50		Iat		50 FF 9B 09		50 FF 18 77
[*]TenCaptcha.dll->KERNEL32.dll:VirtualFree		0x000000007718FF30->0x00000000099BFF30		Iat		30 FF 9B 09		30 FF 18 77
TenCaptcha.dll->KERNEL32.dll:FlushInstructionCache		0x0000000077191710->0x00000000099C1710		Iat		10 17 9C 09		10 17 19 77
[*]TenCaptcha.dll->KERNEL32.dll:VirtualAlloc		0x000000007718FF00->0x00000000099BFF00		Iat		00 FF 9B 09		00 FF 18 77
[*]TenCaptcha.dll->KERNEL32.dll:VirtualProtect		0x0000000077190C10->0x00000000099C0C10		Iat		10 0C 9C 09		10 0C 19 77
[*]TenCaptcha.dll->KERNEL32.dll:GetCurrentThreadId		0x000000007718EF60->0x00000000099BEF60		Iat		60 EF 9B 09		60 EF 18 77
TenCaptcha.dll->KERNEL32.dll:CloseHandle		0x0000000077193950->0x00000000099C3950		Iat		50 39 9C 09		50 39 19 77
[*]TenCaptcha.dll->KERNEL32.dll:SuspendThread		0x00000000771A5E60->0x00000000099D5E60		Iat		60 5E 9D 09		60 5E 1A 77
TenCaptcha.dll->KERNEL32.dll:SetLastError		0x000000007718EFD0->0x00000000099BEFD0		Iat		D0 EF 9B 09		D0 EF 18 77
TenCaptcha.dll->KERNEL32.dll:FreeLibrary		0x0000000077191930->0x00000000099C1930		Iat		30 19 9C 09		30 19 19 77
[*]TenCaptcha.dll->KERNEL32.dll:GetModuleHandleW		0x0000000077191990->0x00000000099C1990		Iat		90 19 9C 09		90 19 19 77
TenCaptcha.dll->KERNEL32.dll:GetProcAddress		0x00000000771905A0->0x00000000099C05A0		Iat		A0 05 9C 09		A0 05 19 77
[*]TenCaptcha.dll->KERNEL32.dll:LoadLibraryA		0x0000000077192280->0x00000000099C2280		Iat		80 22 9C 09		80 22 19 77
TenCaptcha.dll->KERNEL32.dll:GetModuleFileNameW		0x0000000077191D80->0x00000000099C1D80		Iat		80 1D 9C 09		80 1D 19 77
[*]TenCaptcha.dll->KERNEL32.dll:LoadLibraryW		0x0000000077192350->0x00000000099C2350		Iat		50 23 9C 09		50 23 19 77
TenCaptcha.dll->KERNEL32.dll:GetModuleHandleA		0x00000000771916D0->0x00000000099C16D0		Iat		D0 16 9C 09		D0 16 19 77
[*]TenCaptcha.dll->KERNEL32.dll:Sleep		0x0000000077191AB0->0x00000000099C1AB0		Iat		B0 1A 9C 09		B0 1A 19 77
TenCaptcha.dll->KERNEL32.dll:GetTickCount		0x0000000077192E20->0x00000000099C2E20		Iat		20 2E 9C 09		20 2E 19 77
[*]TenCaptcha.dll->KERNEL32.dll:WideCharToMultiByte		0x000000007718F000->0x00000000099BF000		Iat		00 F0 9B 09		00 F0 18 77
TenCaptcha.dll->KERNEL32.dll:OutputDebugStringA		0x0000000077189DA0->0x00000000099B9DA0		Iat		A0 9D 9B 09		A0 9D 18 77
[*]TenCaptcha.dll->KERNEL32.dll:lstrcmpA		0x00000000771905E0->0x00000000099C05E0		Iat		E0 05 9C 09		E0 05 19 77
TenCaptcha.dll->KERNEL32.dll:WaitForSingleObject		0x0000000077193B40->0x00000000099C3B40		Iat		40 3B 9C 09		40 3B 19 77
[*]TenCaptcha.dll->KERNEL32.dll:ReleaseMutex		0x0000000077193AC0->0x00000000099C3AC0		Iat		C0 3A 9C 09		C0 3A 19 77
TenCaptcha.dll->KERNEL32.dll:CreateMutexW		0x0000000077193A10->0x00000000099C3A10		Iat		10 3A 9C 09		10 3A 19 77
[*]TenCaptcha.dll->KERNEL32.dll:GetVersionExW		0x0000000077192520->0x00000000099C2520		Iat		20 25 9C 09		20 25 19 77
TenCaptcha.dll->KERNEL32.dll:CreateToolhelp32Snapshot		0x0000000077194F40->0x00000000099C4F40		Iat		40 4F 9C 09		40 4F 19 77
[*]TenCaptcha.dll->KERNEL32.dll:GetCurrentProcessId		0x0000000077193900->0x00000000099C3900		Iat		00 39 9C 09		00 39 19 77
TenCaptcha.dll->KERNEL32.dll:Module32FirstW		0x00000000771CAC40->0x00000000099FAC40		Iat		40 AC 9F 09		40 AC 1C 77
[*]TenCaptcha.dll->KERNEL32.dll:GetCurrentDirectoryW		0x0000000077189200->0x00000000099B9200		Iat		00 92 9B 09		00 92 18 77
TenCaptcha.dll->KERNEL32.dll:SetCurrentDirectoryW		0x00000000771899D0->0x00000000099B99D0		Iat		D0 99 9B 09		D0 99 18 77
[*]TenCaptcha.dll->KERNEL32.dll:MultiByteToWideChar		0x000000007718EFB0->0x00000000099BEFB0		Iat		B0 EF 9B 09		B0 EF 18 77
TenCaptcha.dll->KERNEL32.dll:QueryPerformanceFrequency		0x00000000771923F0->0x00000000099C23F0		Iat		F0 23 9C 09		F0 23 19 77
[*]TenCaptcha.dll->KERNEL32.dll:CreateThread		0x0000000077191A80->0x00000000099C1A80		Iat		80 1A 9C 09		80 1A 19 77
TenCaptcha.dll->KERNEL32.dll:TerminateThread		0x00000000771A5E80->0x00000000099D5E80		Iat		80 5E 9D 09		80 5E 1A 77
[*]TenCaptcha.dll->KERNEL32.dll:GetProcessAffinityMask		0x0000000077189A40->0x00000000099B9A40		Iat		40 9A 9B 09		40 9A 18 77
TenCaptcha.dll->KERNEL32.dll:SetThreadAffinityMask		0x00000000771CF8B0->0x00000000099FF8B0		Iat		B0 F8 9F 09		B0 F8 1C 77
[*]TenCaptcha.dll->KERNEL32.dll:QueryPerformanceCounter		0x0000000077190000->0x00000000099C0000		Iat		00 00 9C 09		00 00 19 77
TenCaptcha.dll->KERNEL32.dll:ExitProcess		0x0000000077194F20->0x00000000099C4F20		Iat		20 4F 9C 09		20 4F 19 77
[*]TenCaptcha.dll->KERNEL32.dll:lstrlenA		0x0000000077190D10->0x00000000099C0D10		Iat		10 0D 9C 09		10 0D 19 77
TenCaptcha.dll->KERNEL32.dll:InterlockedExchange		0x0000000077183D10->0x00000000099B3D10		Iat		10 3D 9B 09		10 3D 18 77
[*]TenCaptcha.dll->KERNEL32.dll:TerminateProcess		0x000000007718A380->0x00000000099BA380		Iat		80 A3 9B 09		80 A3 18 77
TenCaptcha.dll->KERNEL32.dll:UnhandledExceptionFilter		0x00000000771A5EF0->0x00000000099D5EF0		Iat		F0 5E 9D 09		F0 5E 1A 77
[*]TenCaptcha.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x00000000099C23B0		Iat		B0 23 9C 09		B0 23 19 77
TenCaptcha.dll->KERNEL32.dll:IsDebuggerPresent		0x0000000077192B80->0x00000000099C2B80		Iat		80 2B 9C 09		80 2B 19 77
[*]TenCaptcha.dll->KERNEL32.dll:IsProcessorFeaturePresent		0x0000000077191670->0x00000000099C1670		Iat		70 16 9C 09		70 16 19 77
TenCaptcha.dll->USER32.dll:mouse_event		0x0000000077006320->0x0000000009F16320		Iat		20 63 F1 09		20 63 00 77
[*]TenCaptcha.dll->USER32.dll:CallNextHookEx		0x0000000076FB3B20->0x0000000009EC3B20		Iat		20 3B EC 09		20 3B FB 76
TenCaptcha.dll->USER32.dll:SetWindowsHookExW		0x0000000076FB51B0->0x0000000009EC51B0		Iat		B0 51 EC 09		B0 51 FB 76
[*]TenCaptcha.dll->USER32.dll:UnhookWindowsHookEx		0x0000000076FB5A70->0x0000000009EC5A70		Iat		70 5A EC 09		70 5A FB 76
TenCaptcha.dll->USER32.dll:SendMessageW		0x0000000076FA65F0->0x0000000009EB65F0		Iat		F0 65 EB 09		F0 65 FA 76
TenCaptcha.dll->USER32.dll:RegisterClassExW		0x0000000076FA2140->0x0000000009EB2140		Iat		40 21 EB 09		40 21 FA 76
[*]TenCaptcha.dll->USER32.dll:GetCursorInfo		0x0000000076FB6C60->0x0000000009EC6C60		Iat		60 6C EC 09		60 6C FB 76
TenCaptcha.dll->USER32.dll:GetWindowRect		0x0000000076FA5730->0x0000000009EB5730		Iat		30 57 EB 09		30 57 FA 76
[*]TenCaptcha.dll->USER32.dll:PostMessageW		0x0000000076FB3840->0x0000000009EC3840		Iat		40 38 EC 09		40 38 FB 76
TenCaptcha.dll->USER32.dll:CreateWindowExW		0x0000000076FA2480->0x0000000009EB2480		Iat		80 24 EB 09		80 24 FA 76
[*]TenCaptcha.dll->USER32.dll:SetWindowLongW		0x0000000076FAD6B0->0x0000000009EBD6B0		Iat		B0 D6 EB 09		B0 D6 FA 76
TenCaptcha.dll->USER32.dll:DestroyWindow		0x0000000076FB69B0->0x0000000009EC69B0		Iat		B0 69 EC 09		B0 69 FB 76
[*]TenCaptcha.dll->USER32.dll:PeekMessageW		0x0000000076FB0C70->0x0000000009EC0C70		Iat		70 0C EC 09		70 0C FB 76
TenCaptcha.dll->USER32.dll:TranslateMessage		0x0000000076FAA600->0x0000000009EBA600		Iat		00 A6 EB 09		00 A6 FA 76
[*]TenCaptcha.dll->USER32.dll:DispatchMessageW		0x0000000076FA61A0->0x0000000009EB61A0		Iat		A0 61 EB 09		A0 61 FA 76
TenCaptcha.dll->USER32.dll:IsWindow		0x0000000076FA4410->0x0000000009EB4410		Iat		10 44 EB 09		10 44 FA 76
[*]TenCaptcha.dll->USER32.dll:ShowCursor		0x0000000076FB7870->0x0000000009EC7870		Iat		70 78 EC 09		70 78 FB 76
TenCaptcha.dll->ADVAPI32.dll:CryptGenRandom		0x0000000075DBE8F0->0x0000000009CFE8F0		Iat		F0 E8 CF 09		F0 E8 DB 75
[*]TenCaptcha.dll->ADVAPI32.dll:CryptReleaseContext		0x0000000075DBDBC0->0x0000000009CFDBC0		Iat		C0 DB CF 09		C0 DB DB 75
TenCaptcha.dll->ADVAPI32.dll:CryptDestroyKey		0x0000000075DBDB00->0x0000000009CFDB00		Iat		00 DB CF 09		00 DB DB 75
[*]TenCaptcha.dll->ADVAPI32.dll:CryptAcquireContextW		0x0000000075DBD9B0->0x0000000009CFD9B0		Iat		B0 D9 CF 09		B0 D9 DB 75
TenCaptcha.dll->ADVAPI32.dll:CryptGenKey		0x0000000075DC9400->0x0000000009D09400		Iat		00 94 D0 09		00 94 DC 75
[*]TenCaptcha.dll->ADVAPI32.dll:CryptSetKeyParam		0x0000000075DD8020->0x0000000009D18020		Iat		20 80 D1 09		20 80 DD 75
len(5) TenCaptcha.dll		0x000000001DF55990->_		inline		E9 B5 7C A5 F0		55 8B EC 6A FF
len(5) TenCaptcha.dll		0x000000001DF55C80->_		inline		E9 95 47 A5 F0		55 8B EC 8B 45
TASAgent.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
CrossShell.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]cross_core.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
SSOCommon.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]SSOPlatform.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]TenWebLogin.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]ChangeSTDLL.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]SSOPlatform.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]VCRUNTIME140.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]bdvid32.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
TASChannel.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]CrossAdapter4DNF.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
SmartCross.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
DX9UIAdapter.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
D3DX9_43.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]TenBount.dll->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
SogouTSF.ime->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
[*]SogouPy.ime->KERNEL32.dll:SetUnhandledExceptionFilter		0x00000000771923B0->0x0000000061D88800[f:\game\dnf\地下城与勇士\start\TenProtect\BugTrace.dll]		Iat		00 88 D8 61		B0 23 19 77
len(12) ntdll.dll->NtProtectVirtualMemory		0x00007FFD990B0150->_		inline		48 B8 B3 89 81 0F 00 00 00 00 FF E0		4C 8B D1 B8 50 00 00 00 F6 04 25 08
len(12) ntdll.dll->ZwProtectVirtualMemory		0x00007FFD990B0150->_		inline		48 B8 B3 89 81 0F 00 00 00 00 FF E0		4C 8B D1 B8 50 00 00 00 F6 04 25 08
